Listing.ListingId,Listing.Price.ClosePrice
mrd11884397,462947.18869580445
mrd11884541,470262.77990336635
mrd11885119,642178.5329933938
mrd11885861,460858.8376366392
mrd11886154,783622.7189185704
mrd11886174,728331.1468679494
mrd11886267,479017.2176102206
mrd11886445,864011.6830592678
mrd11886513,2302124.708517041
mrd11888020,433210.9476621371
mrd11888574,184072.08909524325
mrd11889098,468261.7880670817
mrd11889133,123196.55152808987
mrd11890241,392139.1372320384
mrd11890351,479363.04406012484
mrd11891019,308740.2336603985
mrd11891156,48067.14483188655
mrd11891312,226488.86906553537
mrd11891643,479363.04406012484
mrd11892150,474187.0628974609
mrd11892286,462334.0498563035
mrd11892725,453846.75554990314
mrd11893200,439695.4941939663
mrd11893259,503391.985849855
mrd11893261,107723.58126945933
mrd11893272,221118.1972029913
mrd11893273,511332.0616712506
mrd11893300,1697607.9974151368
mrd11893316,478054.0820718208
mrd11893322,1452218.330982117
mrd11893692,1297346.7307779512
mrd11893826,1223024.4553003218
mrd11893987,238542.29891597424
mrd11894057,585273.6475266598
mrd11894241,237948.10120040964
mrd11894730,125871.38937637664
mrd11895272,268980.5507389848
mrd11895388,134179.5389012196
mrd11895446,391926.0950124406
mrd11895461,313143.4689137605
mrd11895554,349448.71055176377
mrd11895686,892958.8023288798
mrd11895943,369123.63510205987
mrd11896215,94900.75917059272
mrd11896388,281559.01049565856
mrd11896559,278396.96332885535
mrd11897182,438890.30917297886
mrd11897630,400308.5959199689
mrd11897931,309524.76118673244
mrd11898093,314430.6147921811
mrd11898274,187421.19911506216
mrd11898449,344970.1345024875
mrd11898721,159802.55011185713
mrd11898908,928656.7803688019
mrd11898970,232583.26755026763
mrd11899123,286359.4067127155
mrd11899322,127489.22645361442
mrd11899918,151363.16705541857
mrd11900783,270795.90156040556
mrd11900956,860560.5386046484
mrd11901177,1631368.6140324452
mrd11901294,506075.1854502259
mrd11901348,364839.72523496166
mrd11902325,172556.56825648958
mrd11902495,324969.7152777739
mrd11902520,185731.7958635351
mrd11902987,713593.2721723851
mrd11904562,4469081.585397033
mrd11904616,564836.7716674837
mrd11904938,474685.08099602343
mrd11905304,342547.93567020627
mrd11905399,261530.26290108755
mrd11905554,464881.33899933286
mrd11906184,359132.1623143009
mrd11906699,259048.43085494015
mrd11907278,232695.78383095577
mrd11907281,505017.4183469098
mrd11907320,78437.79346411765
mrd11907498,136523.92051685054
mrd11907629,43193.337766864446
mrd11908118,226324.9734040932
mrd11908173,520679.6177758092
mrd11908572,510682.9580710884
mrd11908629,216503.93505256393
mrd11908696,157931.81994785168
mrd11908739,520679.6177758092
mrd11908764,540649.8536396932
mrd11909782,332068.12825085485
mrd11910408,307455.4465442581
mrd11910729,656930.0412760274
mrd11910766,668273.7417603093
mrd11911163,238614.12269179116
mrd11911193,500078.1223267005
mrd11911210,251892.6630648393
mrd11911443,243324.81792376767
mrd11911630,322487.52774176875
mrd11911673,386897.60851178877
mrd11912117,337998.8763565687
mrd11912147,308254.7531515177
mrd11912384,334058.25944964495
mrd11912581,692309.1432674144
mrd11913006,514273.05836693913
mrd11913062,397983.14636767266
mrd11913845,385974.0988203127
mrd11914146,432991.9613995105
mrd11914248,197467.04164738822
mrd11914360,354648.0759044285
mrd11914468,488841.7057828313
mrd11914604,723829.2345609177
mrd11914770,64885.84430400481
mrd11915085,833551.0348254379
mrd11915424,2432487.0625634743
mrd11915603,427039.5389019438
mrd11915656,36762.386546827416
mrd11915732,477132.92021154164
mrd11915951,467262.63493714633
mrd11916053,246952.93080619868
mrd11916426,1425692.310525479
mrd11917206,741848.7266196591
mrd11917605,157641.92390569384
mrd11917710,345228.1490581232
mrd11917753,428737.56565082003
mrd11917938,145287.28288495538
mrd11918209,1419018.1727047346
mrd11918273,282704.4900906819
mrd11918567,399241.43340307975
mrd11918673,81615.88429086682
mrd11918950,490958.4845350437
mrd11919217,274208.70921038813
mrd11919238,408839.5928632273
mrd11919408,941468.5354171336
mrd11919971,218184.16984480052
mrd11920028,131481.13978445713
mrd11920109,462962.8319128552
mrd11920242,434125.2197109991
mrd11920374,481961.3343941518
mrd11920507,844994.5390621838
mrd11920517,81617.9172326311
mrd11920968,555139.3855791602
mrd11920981,340200.094969741
mrd11921164,313922.1947643712
mrd11921220,195262.54922252012
mrd11921382,248591.67552911508
mrd11921428,522514.33161393844
mrd11921723,169272.29033209773
mrd11921789,230871.03696715616
mrd11921875,466916.3902948113
mrd11921907,99553.64872111371
mrd11922087,195466.6019981014
mrd11922107,415463.5101064718
mrd11922511,409268.7179042267
mrd11922900,768575.4144867266
mrd11923062,230442.27136803378
mrd11923118,69342.91651491969
mrd11923512,687244.5423323433
mrd11923617,479363.04406012484
mrd11923697,211431.0402538325
mrd11923798,557552.7378819374
mrd11923818,637196.3487051965
mrd11923862,486222.8858082931
mrd11924346,472893.64877281914
mrd11924348,579194.0813056875
mrd11924353,154535.35368982036
mrd11924377,130174.7179044701
mrd11924404,451006.2401928716
mrd11924421,101089.50661761119
mrd11924459,262578.15011943376
mrd11924466,324471.65128650045
mrd11924640,281945.2889248219
mrd11924702,121473.00072340488
mrd11924800,323032.99628133775
mrd11925044,497014.69025709206
mrd11925103,390803.55626219825
mrd11925138,304327.5119247968
mrd11925387,351181.9110186461
mrd11925468,30369.537952607017
mrd11926091,283061.8848175189
mrd11926673,781715.9102001828
mrd11926856,335930.93636538624
mrd11926898,126176.52354095652
mrd11926985,339706.69558438426
mrd11927257,513685.73866567836
mrd11927723,109996.42508915174
mrd11928133,568489.1757029416
mrd11928135,352193.5379506695
mrd11928158,309255.3125352811
mrd11928165,193595.35148674087
mrd11928238,145069.70804274938
mrd11928600,137844.8378133163
mrd11928615,448410.0285019688
mrd11928663,461252.8613270276
mrd11928675,136579.64908263145
mrd11929009,390179.9821047437
mrd11929182,1919224.0027399918
mrd11929344,463425.05208332307
mrd11929515,165968.57112594225
mrd11929578,543869.8913369275
mrd11929637,343108.3747427461
mrd11929698,331963.94462463586
mrd11929728,383065.16953453876
mrd11929745,274378.49359976215
mrd11929815,310483.99619315314
mrd11929824,265502.3008942581
mrd11929953,243915.12942984476
mrd11930026,509724.4393746121
mrd11930169,190226.58119794025
mrd11930436,361956.36825367506
mrd11930528,274906.89365584863
mrd11930545,386853.5237226786
mrd11930596,423140.35915545304
mrd11931276,393179.28472767764
mrd11931311,305992.87166902306
mrd11931487,270048.3938922647
mrd11931489,180342.25759479974
mrd11931505,249412.52190989442
mrd11931514,273687.72329525766
mrd11931785,527871.8129987126
mrd11932239,466570.08688304626
mrd11932472,188173.47462500707
mrd11932497,458190.26116071426
mrd11932560,149646.77283256303
mrd11932819,277741.1769083937
mrd11932965,246486.3046134242
mrd11933051,366436.90772794833
mrd11933165,330885.1971885045
mrd11933200,481961.3343941518
mrd11933578,1306333.7236834706
mrd11933881,399899.878147701
mrd11933885,128692.78591695445
mrd11934213,648319.6955135929
mrd11934276,249491.51455930318
mrd11934328,660954.0427824279
mrd11934499,474170.03222569736
mrd11935119,356092.222618664
mrd11935121,356092.222618664
mrd11935285,334526.41968906845
mrd11935473,232647.55370697807
mrd11935590,629993.6371833379
mrd11935655,1166872.1196252988
mrd11935681,161503.74492405396
mrd11935727,399714.88409690285
mrd11935735,178405.74215931314
mrd11935977,219387.468313969
mrd11936010,450791.5015672076
mrd11936043,410787.72141535045
mrd11936045,1099400.4469527893
mrd11936057,208162.41266500027
mrd11936393,128752.45933023548
mrd11936448,409792.40702951164
mrd11936449,409948.75507523445
mrd11936549,635513.1556704097
mrd11936553,631524.083461445
mrd11936802,348481.98208072066
mrd11937049,460570.2744565303
mrd11937289,465722.81904133945
mrd11937452,463425.05208332307
mrd11937492,440785.45767435624
mrd11937613,192816.16659189592
mrd11937651,103456.79167954283
mrd11937703,707785.6073613245
mrd11937803,426562.2086472243
mrd11938089,526383.9181946733
mrd11938186,241014.50949952696
mrd11938201,473928.96816462657
mrd11938242,177931.25442548626
mrd11938300,416581.80610945844
mrd11938857,243608.75819058318
mrd11939394,329093.75181517215
mrd11939399,479363.04406012484
mrd11939401,145841.05876782438
mrd11939417,318900.1539979358
mrd11939433,679375.5639121154
mrd11939435,328509.89874502225
mrd11939447,328509.89874502225
mrd11939516,357590.1426900152
mrd11939587,412843.68767259904
mrd11939726,520679.6177758092
mrd11939800,662133.4192562475
mrd11939804,426542.4347323329
mrd11939820,655096.2193813038
mrd11940029,73659.12977849405
mrd11940056,342860.55688401614
mrd11940120,73606.29851193313
mrd11940122,175672.78939808323
mrd11940345,830154.5000419813
mrd11940749,275338.3146789136
mrd11940920,267067.32247360976
mrd11941190,329155.6854525756
mrd11941283,971483.5841004215
mrd11941322,343704.3451936718
mrd11941334,128502.18422927104
mrd11941505,351181.9110186461
mrd11941645,520679.6177758092
mrd11941681,159622.7686953055
mrd11941731,564495.6649619079
mrd11941864,194716.33789351434
mrd11942037,340507.09664185205
mrd11942105,297605.1979789718
mrd11942335,555473.6436960025
mrd11942522,495906.29893517203
mrd11942535,437354.3422923803
mrd11942592,434800.7651710129
mrd11942911,313731.4425331203
mrd11942942,151320.3872839763
mrd11943125,269940.3106305056
mrd11943631,258044.97473197096
mrd11943644,357395.81044682785
mrd11943814,665547.7948682427
mrd11943893,247213.16060729756
mrd11943914,991812.5229050114
mrd11944025,473829.94198880496
mrd11944076,1376986.1114686383
mrd11944144,228951.49013401597
mrd11944349,420956.0004462967
mrd11944394,43243.18628006398
mrd11944406,478054.0820718208
mrd11944454,422584.8538944317
mrd11944682,170152.43419528432
mrd11944761,509800.16936559527
mrd11944945,519302.8094411372
mrd11945116,233374.5506693865
mrd11945233,450267.3523771607
mrd11945344,901164.8374168818
mrd11945547,484634.6314454712
mrd11945646,550267.770930985
mrd11945689,296306.77994446264
mrd11945782,548018.5997711206
mrd11945884,635513.1556704097
mrd11945910,83854.89946857258
mrd11946071,89590.9521920963
mrd11946089,563990.7708311474
mrd11946316,155205.67037891655
mrd11946347,360303.9977194025
mrd11946449,196293.49103684924
mrd11946462,348592.42722336913
mrd11946758,394377.57918432594
mrd11946783,215655.1277709721
mrd11946821,545459.9845198524
mrd11947105,475156.3065489738
mrd11947199,283732.16679674847
mrd11947213,19799.877462752265
mrd11947255,126172.58148849764
mrd11947309,624532.1930256005
mrd11947325,440148.11405938154
mrd11947365,90028.49511073875
mrd11947454,351788.8512912594
mrd11947500,543114.7788177975
mrd11947533,238228.02803835674
mrd11947599,205423.39366049343
mrd11947607,351181.9110186461
mrd11947768,590518.7817925435
mrd11947856,534388.3120098213
mrd11948037,475704.78442544723
mrd11948119,517659.7571435796
mrd11948571,423366.17387078906
mrd11948709,465677.1173418762
mrd11948740,434305.12132857426
mrd11948778,544938.261733356
mrd11948809,259073.08084988652
mrd11948869,152914.04157316103
mrd11948927,480601.102391091
mrd11948939,463425.05208332307
mrd11948943,557252.9554469489
mrd11949063,482585.27162681066
mrd11949124,446864.3465493808
mrd11949235,316542.6020273611
mrd11949376,235397.37947472278
mrd11949413,234214.7520705601
mrd11949426,720395.4480508593
mrd11949439,415977.9526659952
mrd11949446,465102.3466043647
mrd11949480,561951.5429211316
mrd11949562,252499.47262881667
mrd11949592,166140.332530664
mrd11949690,631098.169483377
mrd11949710,177211.4504284827
mrd11949779,466513.24758388946
mrd11949782,1368115.2501153923
mrd11949795,479316.41070392
mrd11949829,205374.29225228025
mrd11950160,400628.706504995
mrd11950179,425226.30285322847
mrd11950190,389568.0872767491
mrd11950255,1259124.6141139662
mrd11950297,715925.1611622837
mrd11950362,136721.50956479917
mrd11950483,147788.06731281412
mrd11950556,124313.62138822436
mrd11950663,522611.06142663106
mrd11950964,470031.8282211928
mrd11950984,464619.1842599025
mrd11951035,464528.52980320423
mrd11951039,60880.68357510686
mrd11951079,2140086.6954731448
mrd11951159,510174.63198756136
mrd11951169,204473.9912407785
mrd11951178,431883.8157673737
mrd11951180,175435.4016106731
mrd11951253,210950.07772644566
mrd11951256,175934.37075527493
mrd11951389,434952.62736127444
mrd11951424,247893.75933952187
mrd11951439,151898.84033873008
mrd11951470,742735.9353904133
mrd11951476,594341.1291012163
mrd11951499,123485.17787390287
mrd11951670,228748.8997121287
mrd11951792,193434.429004982
mrd11951836,640643.8514604956
mrd11951850,818527.3812558894
mrd11951867,283723.0733905518
mrd11951894,129925.17226827917
mrd11952051,146811.53460555468
mrd11952088,340083.83236703754
mrd11952131,289968.9597538725
mrd11952283,314397.99735299393
mrd11952304,356024.5677243227
mrd11952415,190652.05165427207
mrd11952421,328784.9089352555
mrd11952459,1161197.6434064887
mrd11952811,237732.64021995652
mrd11952933,217725.18335367762
mrd11952948,199602.15998365893
mrd11952965,357033.0019247016
mrd11953038,283219.46532502404
mrd11953051,438751.15204372344
mrd11953055,130412.32539955789
mrd11953066,165460.00292944678
mrd11953267,183185.67823729067
mrd11953269,441072.0480836782
mrd11953278,109089.81842550987
mrd11953303,292531.8455750843
mrd11953312,380671.93657779664
mrd11953318,126056.21550452565
mrd11953437,232396.7190055967
mrd11953445,438181.7396808036
mrd11953450,489587.19271897204
mrd11953942,453373.01872752
mrd11954051,227184.0228618711
mrd11954067,438295.4539924751
mrd11954219,1370723.5906930107
mrd11954358,393764.37706091633
mrd11954375,394487.29651765927
mrd11954384,332451.8717005767
mrd11954386,397717.4815363028
mrd11954422,314859.841019721
mrd11954428,548967.0623713308
mrd11954478,461053.5121712137
mrd11954624,575166.5894241204
mrd11954820,251930.9462814323
mrd11954823,1103444.007004372
mrd11954968,186796.16699689496
mrd11954969,270335.27385283017
mrd11955103,462560.41117840866
mrd11955211,262623.6840781501
mrd11955244,445504.71995511116
mrd11955247,194373.85298289714
mrd11955377,195122.25315887143
mrd11955409,95642.7141314172
mrd11955711,1643904.7412889895
mrd11955797,502024.9552251641
mrd11955817,78487.64895886405
mrd11955888,193591.2079575028
mrd11956020,272161.784650984
mrd11956070,88146.60289663161
mrd11956106,698406.3933018692
mrd11956127,334407.56500312773
mrd11956329,268882.0520836403
mrd11956384,134956.91585011038
mrd11956473,277271.1194967628
mrd11956481,419492.6999798847
mrd11956517,520679.6177758092
mrd11956575,173146.47710832392
mrd11956637,272964.9746267532
mrd11956742,366881.49988874706
mrd11956803,895484.5444924618
mrd11956822,1691668.788751165
mrd11956892,571814.2140071134
mrd11956895,506944.0841800669
mrd11957004,121945.84467775177
mrd11957062,135772.72756802617
mrd11957161,178573.0822655541
mrd11957209,562275.8201754059
mrd11957358,161634.16384315287
mrd11957434,278111.43092685926
mrd11957553,178329.3249219797
mrd11957576,490262.34822751925
mrd11957700,364785.14854302304
mrd11957795,464667.79945558426
mrd11957825,159957.23525899567
mrd11957848,515685.767785745
mrd11957881,500572.4246891336
mrd11957946,520679.6177758092
mrd11957992,563414.2466224396
mrd11958011,484846.50191216735
mrd11958035,264215.3348276661
mrd11958105,230750.7308102084
mrd11958699,550372.4666534442
mrd11958715,265599.88104527886
mrd11958750,254609.82187446274
mrd11958884,307178.77453201445
mrd11958920,281946.190583487
mrd11958983,875936.2613670772
mrd11959003,504255.8146970351
mrd11959013,219713.1068409579
mrd11959055,169601.7119524277
mrd11959100,320281.2092151117
mrd11959168,404007.9437413529
mrd11959192,411802.13626965927
mrd11959205,434971.98122910835
mrd11959438,393032.49291320523
mrd11959479,1397610.454401507
mrd11959930,386711.027522979
mrd11959955,295364.13056724565
mrd11960052,130428.7332811349
mrd11960073,338548.2011992187
mrd11960096,454539.7875926782
mrd11960363,453422.39533221
mrd11960370,275983.33670014725
mrd11960473,310755.2460588952
mrd11960504,149791.91725099276
mrd11960615,443283.2541054647
mrd11960668,3141055.615565971
mrd11960761,123515.35631899786
mrd11960804,302099.5952940668
mrd11960920,388409.0895944288
mrd11961081,190894.74547050454
mrd11961089,185896.40714379342
mrd11961097,297394.9245251569
mrd11961155,133548.88294954158
mrd11961488,569524.9564377825
mrd11961500,93356.98269182957
mrd11961521,919220.0113058547
mrd11961614,240037.63852635643
mrd11961739,567393.4864556396
mrd11961740,1811109.5937941778
mrd11961770,210895.56138592857
mrd11961826,452364.41866823286
mrd11961868,77739.59514992069
mrd11961870,406617.745286355
mrd11961918,381283.7594268069
mrd11961921,240163.087973906
mrd11962014,472893.64877281914
mrd11962056,310803.09286972176
mrd11962090,291071.3419497134
mrd11962155,496896.3104326419
mrd11962182,356698.0481049862
mrd11962254,840937.7312720675
mrd11962275,416571.66472343996
mrd11962299,532212.0614376203
mrd11962451,572014.7955904308
mrd11962480,664769.2823789326
mrd11962503,239966.272703387
mrd11962624,75239.78107082301
mrd11962660,213782.56710243295
mrd11962689,584391.6048399494
mrd11962756,269190.15388531255
mrd11962931,187781.87670175062
mrd11963107,368252.38550887594
mrd11963136,481961.3343941518
mrd11963312,520679.6177758092
mrd11963423,297535.394778856
mrd11963539,642876.3716885488
mrd11963563,695738.5977038539
mrd11963584,812570.2162360742
mrd11963594,192823.3091687302
mrd11963628,144040.16272538865
mrd11963630,279767.2589505499
mrd11963642,255318.2058131337
mrd11963862,446595.36175490054
mrd11963873,87616.82388945541
mrd11963890,609825.0456143171
mrd11964023,467059.62603512505
mrd11964043,299168.2582569719
mrd11964061,243108.34939794938
mrd11964072,253815.19375708888
mrd11964137,252580.36180074874
mrd11964143,365016.04096607893
mrd11964182,1933763.1213781564
mrd11964220,213580.46742516835
mrd11964228,197657.43208066642
mrd11964322,623696.0430049959
mrd11964332,106427.87250763904
mrd11964381,799526.4129571734
mrd11964390,520679.6177758092
mrd11964427,439511.34358426876
mrd11964429,472689.096948994
mrd11964491,622088.8731708324
mrd11964546,247293.93313215673
mrd11964572,307723.5662331474
mrd11964581,452611.6022570017
mrd11964614,440475.3337251469
mrd11964798,408700.2976737291
mrd11964838,208371.40773900284
mrd11964881,555241.8096539417
mrd11964892,276516.1906636759
mrd11964903,305885.39156591456
mrd11965061,418689.5062289966
mrd11965338,62409.73408252609
mrd11965358,364163.7435230452
mrd11965368,216529.46128469973
mrd11965465,452928.3432108667
mrd11965565,468764.66942893
mrd11965574,715114.7765693477
mrd11965647,172477.34613056752
mrd11965758,126284.0474382684
mrd11965794,551181.2555843375
mrd11965854,253916.3800615047
mrd11965859,1046312.108741052
mrd11966118,95474.75250242812
mrd11966130,179768.27526654027
mrd11966149,201333.6022036827
mrd11966218,489984.08651938057
mrd11966261,278233.84138477733
mrd11966262,409654.03296460846
mrd11966397,148949.93815374142
mrd11966406,91621.7020130006
mrd11966488,400065.4712570185
mrd11966542,200483.81054857976
mrd11966607,321670.9282381494
mrd11966641,89620.7282627167
mrd11966643,165998.48292976237
mrd11966647,488845.53185455047
mrd11966708,643989.3884479858
mrd11966829,121673.792779842
mrd11966913,488245.88648467837
mrd11966988,302819.39233722235
mrd11967086,460674.5061614357
mrd11967253,184002.1608411726
mrd11967418,407093.74976920604
mrd11967421,486597.7083380297
mrd11967443,151159.94223937657
mrd11967507,572441.6804271075
mrd11967642,351805.16179633857
mrd11967657,605090.4006988017
mrd11967704,355116.86488637107
mrd11967838,585457.9925443045
mrd11967839,290073.4634982001
mrd11967858,461727.33581330464
mrd11968020,564865.0019343044
mrd11968098,313910.9855483417
mrd11968116,366957.8338942901
mrd11968213,102657.20713106488
mrd11968232,137984.16978132873
mrd11968283,391156.36088896403
mrd11968311,264034.3560143051
mrd11968341,185938.1182496161
mrd11968503,327366.99577223667
mrd11968548,1675018.5679538278
mrd11968654,459292.8622839105
mrd11968724,274362.64447571675
mrd11968783,532619.2732030937
mrd11968846,511332.0616712506
mrd11968870,855017.1496244442
mrd11968888,439370.2224239548
mrd11968906,640914.3064495292
mrd11968944,245309.76417279028
mrd11968989,55640.50714401177
mrd11969010,202492.6522312006
mrd11969052,461591.3663404223
mrd11969083,789612.5405216907
mrd11969090,228923.17611789622
mrd11969092,612072.0642823782
mrd11969264,267348.8059768697
mrd11969293,70159.02500855483
mrd11969319,375360.5399734803
mrd11969449,150815.382045197
mrd11969556,394712.1119707711
mrd11969567,437482.1506839931
mrd11969606,207741.3434042413
mrd11969798,159865.07864260153
mrd11969805,168102.39369736554
mrd11969811,298169.0292376073
mrd11969818,264414.1620769938
mrd11969836,377711.068382954
mrd11969895,576979.7710303556
mrd11969901,825900.1229644767
mrd11969944,241347.83084443226
mrd11970070,110654.59139185611
mrd11970295,536483.6952694496
mrd11970333,484198.8311646308
mrd11970335,396215.8180746634
mrd11970397,59750.69177545846
mrd11970504,364759.120053488
mrd11970532,473514.12120979384
mrd11970538,2094172.844188516
mrd11970596,342589.2271081572
mrd11970600,246871.291925078
mrd11970653,1933714.9580213062
mrd11970678,202574.77262047425
